01,9,1,1
02,2,1,2
03,5,2,1
04,6,2,2
05,4,2,1
06,1,2,2
07,5,2,1
08,5,2,2
09,5,1,2
10,4,2,2
11,5,1,1
12,5,1,2
13,4,2,2
14,6,2,2
15,7,1,1
16,4,2,1
17,9,1,2
18,2,1,2
19,5,2,1
20,5,1,1
21,5,1,2
22,8,2,1
23,7,2,2
24,2,2,2
25,1,1,1
26,2,1,2
27,5,2,2
28,6,1,2
29,6,2,2
30,8,1,2
31,5,1,1
32,5,2,1
33,5,1,2
34,1,1,1
35,6,2,1
36,7,1,2
37,4,2,2
38,3,1,1
39,5,1,1
40,2,2,2
41,2,1,1
42,1,2,1
43,4,1,1
44,7,1,2
45,5,2,1
46,1,2,2
47,4,1,1
48,6,2,1
49,5,1,2
50,9,1,2
